primaryKey,fullNameForSearch,birthdate,gender,height,weight,nationality
242578,Beno�t Badiashile,2001-03-26,M,1.94,75,18
24630,Jose Manuel Reina Paez,1982-08-31,M,1.88,92,45
242374,Musa Barrow,1998-11-14,M,1.83,70,116
230978,Taiwo Awoniyi,1997-08-12,M,1.83,85,133
220876,Franck Honorat,1996-08-11,M,1.8,70,18
245541,Giovanni Reyna,2002-11-13,M,1.85,79,95
246618,Adam Hlozek,2002-07-25,M,1.88,74,12
193314,Aitor Fernandez,1991-05-03,M,1.82,78,45
224041,Marvin Schw�be,1995-04-25,M,1.9,86,21
251182,Iago Amaral Borduchi,1997-03-23,M,1.81,67,54
232498,Isaac Palazon Camacho,1994-12-27,M,1.69,71,45
213150,Stanislav Kritsyuk,1990-12-01,M,1.92,85,40
199715,Victor Machin Perez,1989-11-02,M,1.85,79,45
201417,Matt Doherty,1992-01-16,M,1.82,87,25
231627,Umar Sadiq,1997-02-02,M,1.92,75,133
225149,Jean Butez,1995-06-08,M,1.88,86,18
223724,Stefan Lainer,1992-08-27,M,1.75,73,4
186627,Mario Balotelli,1990-08-12,M,1.9,94,27
245336,Max Kilman,1997-05-23,M,1.94,89,14
190765,Pascal Gro�,1991-06-15,M,1.81,78,21
241202,Patson Daka,1998-10-09,M,1.83,71,147
241187,Lutsharel Geertruida,2000-07-18,M,1.85,73,34
216939,Andre Blake,1990-11-21,M,1.88,79,82
210736,Emerson Palmieri dos Santos,1994-08-03,M,1.76,79,27
197948,Florian Lejeune,1991-05-20,M,1.89,81,18
216820,Moses Simon,1995-07-12,M,1.68,69,133
239482,Wenderson Nascimento Galeno,1997-10-22,M,1.79,62,54
234730,Valentin Rosier,1996-08-19,M,1.75,75,18
210625,Kevin Mbabu,1995-04-19,M,1.84,83,47
228789,Robert Lynch Sanchez,1997-11-18,M,1.97,85,45
220633,Demarai Gray,1996-06-28,M,1.83,75,14
211381,Sofiane Boufal,1993-09-17,M,1.75,67,129
246186,Arthur Mendonca Cabral,1998-04-25,M,1.86,89,54
235353,Ismaila Sarr,1998-02-25,M,1.85,76,136
225783,Stephy Mavididi,1998-05-31,M,1.82,71,14
243559,Jorge de Frutos Sebastian,1997-02-20,M,1.76,71,45
200726,Benjamin Lecomte,1991-04-26,M,1.86,78,18
139068,Luis Carlos Almeida da Cunha,1986-11-17,M,1.77,72,38
234226,Bruno Viana Willemen Da Silva,1995-02-05,M,1.87,79,54
204529,Michy Batshuayi,1993-10-02,M,1.85,78,7
178007,Miguel Luis Pinto Veloso,1986-05-11,M,1.8,79,38
190584,Asier Illarramendi,1990-03-08,M,1.79,74,45
223597,Ruben Aguilar,1993-04-26,M,1.72,71,18
228687,Kasper Dolberg,1997-10-06,M,1.87,84,13
212678,Ludwig Augustinsson,1994-04-21,M,1.81,72,46
232639,Ritsu Doan,1998-06-16,M,1.72,70,163
238160,Merih Demiral,1998-03-05,M,1.9,86,48
181820,Stevan Jovetic,1989-11-02,M,1.83,79,15
182493,Diego Godin,1986-02-16,M,1.87,78,60
205193,Karim Rekik,1994-12-02,M,1.86,84,34
242656,Illan Meslier,2000-03-02,M,1.96,74,18
201976,Alfred Gomis,1993-09-05,M,1.96,80,136
216283,Danilo Teodoro Soares,1991-10-29,M,1.7,73,54
224019,Pedro Chirivella Burgos,1997-05-23,M,1.78,66,45
228579,Benjamin Henrichs,1997-02-23,M,1.85,79,21
189165,Jonjo Shelvey,1992-02-27,M,1.84,80,14
199393,Nicolas Pallois,1987-09-19,M,1.89,89,18
224116,Dyego Wilverson Ferreira Sousa,1989-09-14,M,1.9,82,38
230899,Ademola Lookman,1997-10-20,M,1.74,71,14
156616,Franck Ribery,1983-04-07,M,1.7,72,18
241042,Oliver Skipp,2000-09-16,M,1.75,70,14
202325,Diego Demme,1991-11-21,M,1.72,71,21
214766,Carlos Izquierdoz,1988-11-03,M,1.85,85,52
203605,Pavel Kaderabek,1992-04-25,M,1.82,81,12
244915,Mohammed Salisu,1999-04-17,M,1.91,85,117
233267,Matt Turner,1994-06-24,M,1.91,79,95
240716,Mathias Olivera,1997-10-31,M,1.84,78,60
222493,Marvin Friedrich,1995-12-13,M,1.93,84,21
201505,David Lopez Silva,1989-10-09,M,1.83,81,45
256958,Fabio Daniel Ferreira Vieira,2000-05-30,M,1.76,61,38
216793,Jean-David Beauguel,1992-03-21,M,1.96,96,18
228295,Rob Holding,1995-09-20,M,1.89,75,14
146439,Alvaro Negredo Sanchez,1985-08-20,M,1.86,86,45
201399,Mauro Icardi,1993-02-19,M,1.81,75,52
235036,Wout Faes,1998-04-03,M,1.87,82,7
198032,Dan Burn,1992-05-09,M,1.98,87,14
241049,Andoni Gorosabel Espinosa,1996-08-04,M,1.74,70,45
186682,Angel Montoro Sanchez,1988-06-25,M,1.81,72,45
220523,Yerry Mina,1994-09-23,M,1.95,94,56
231633,Issa Diop,1997-01-09,M,1.94,92,18
210679,Paulo Andre Rodrigues Oliveira,1992-01-08,M,1.87,81,38
225293,Habib Diallo,1995-06-15,M,1.86,79,136
218659,Matt Targett,1995-09-18,M,1.83,70,14
238896,Eduardo Gabriel Aquino Cossa,1997-02-24,M,1.73,72,54
194333,Rafa? Gikiewicz,1987-10-26,M,1.9,81,37
204024,Christoph Kramer,1991-02-19,M,1.91,80,21
234835,Domingos Sousa Menezes Duarte,1995-03-03,M,1.9,78,38
198230,German Sanchez Barahona,1986-12-12,M,1.86,79,45
193601,German Pezzella,1991-06-27,M,1.86,81,52
226601,Vitor Hugo Franchescoli Souza,1991-05-20,M,1.87,80,54
194229,Hugo Mallo Novegil,1991-06-22,M,1.73,69,45
